student_id,course_id,semester,grade,attendance_rate
811,10,Spring 2026,D,60.11
812,12,Fall 2025,C,93.39
812,7,Fall 2025,F,92.72
812,9,Spring 2026,B,84.93
812,1,Fall 2025,D,74.01
812,10,Spring 2026,A,63.59
812,6,Spring 2026,B,91.92
813,11,Fall 2025,D,78.43
813,3,Spring 2026,A,90.72
813,10,Fall 2025,C,63.37
813,2,Fall 2025,C,84.62
814,6,Fall 2025,A,81.63
814,3,Fall 2025,F,61.69
814,10,Spring 2026,D,66.57
815,6,Fall 2025,A,94.49
815,11,Fall 2025,A,99.85
815,9,Fall 2025,D,82.42
816,1,Fall 2025,B,74.12
816,5,Spring 2026,A,78.56
816,2,Fall 2025,A,64.84
816,8,Spring 2026,A,82.88
816,10,Fall 2025,D,64.95
816,9,Spring 2026,C,61.12
816,4,Spring 2026,A,79.0
817,2,Fall 2025,C,83.87
817,8,Fall 2025,C,73.81
817,9,Fall 2025,C,82.36
818,6,Spring 2026,A,98.7
818,5,Spring 2026,D,91.74
818,10,Spring 2026,D,60.02
818,2,Fall 2025,A,73.18
818,8,Spring 2026,A,70.6
819,1,Spring 2026,B,89.68
819,3,Fall 2025,F,84.21
819,4,Spring 2026,C,88.75
819,7,Fall 2025,D,72.57
819,8,Spring 2026,F,77.59
819,9,Spring 2026,C,61.48
820,3,Fall 2025,B,97.18
820,1,Fall 2025,B,70.61
820,4,Spring 2026,D,99.77
820,2,Fall 2025,B,71.32
820,10,Fall 2025,B,91.41
821,5,Spring 2026,D,95.25
821,9,Fall 2025,F,84.1
821,4,Spring 2026,B,86.05
821,10,Spring 2026,A,78.59
821,1,Fall 2025,B,69.54
822,6,Spring 2026,D,62.17
822,7,Spring 2026,A,97.84
822,5,Fall 2025,A,70.47
822,10,Fall 2025,B,75.23
822,4,Fall 2025,F,66.97
822,11,Fall 2025,A,61.09
822,8,Fall 2025,D,96.41
823,9,Spring 2026,A,80.86
823,1,Fall 2025,D,61.03
823,6,Fall 2025,F,65.25
823,5,Spring 2026,C,66.63
824,10,Spring 2026,A,85.44
824,2,Spring 2026,B,81.49
824,8,Spring 2026,C,88.37
824,12,Fall 2025,A,70.99
824,11,Fall 2025,F,61.06
824,4,Fall 2025,F,61.16
825,10,Fall 2025,F,73.31
825,11,Spring 2026,D,88.9
825,5,Spring 2026,C,67.53
826,11,Fall 2025,D,97.88
826,8,Fall 2025,B,89.94
826,5,Fall 2025,C,62.44
826,9,Fall 2025,C,81.74
826,6,Fall 2025,F,60.9
826,7,Spring 2026,A,83.0
827,3,Spring 2026,B,78.82
827,8,Spring 2026,C,82.47
827,11,Fall 2025,D,85.94
827,1,Spring 2026,D,63.9
828,6,Spring 2026,D,88.67
828,9,Spring 2026,B,84.04
828,10,Fall 2025,A,67.04
829,1,Spring 2026,B,86.54
829,9,Fall 2025,C,83.64
829,7,Fall 2025,C,88.65
829,6,Fall 2025,D,70.02
829,5,Spring 2026,C,93.12
830,11,Spring 2026,D,67.12
830,9,Fall 2025,A,74.32
830,12,Fall 2025,C,64.94
830,5,Spring 2026,B,63.79
831,2,Spring 2026,B,87.49
831,4,Fall 2025,B,77.49
831,10,Spring 2026,A,88.35
831,6,Spring 2026,D,64.45
831,5,Fall 2025,B,78.13
832,7,Fall 2025,F,79.7
832,6,Fall 2025,D,75.31
832,3,Spring 2026,B,88.01
832,1,Fall 2025,B,93.45
832,5,Fall 2025,C,60.7
833,6,Fall 2025,B,80.29
833,1,Spring 2026,A,77.42
833,5,Fall 2025,A,95.5
834,3,Fall 2025,D,75.26
834,6,Spring 2026,F,69.82
834,7,Spring 2026,F,67.93
834,5,Fall 2025,C,69.08
835,3,Fall 2025,A,87.24
835,5,Fall 2025,F,68.99
835,10,Spring 2026,A,69.15
835,4,Fall 2025,F,73.87
835,12,Spring 2026,A,79.96
836,3,Fall 2025,A,94.81
836,9,Fall 2025,B,87.34
836,8,Spring 2026,F,74.14
836,7,Spring 2026,F,89.49
837,11,Fall 2025,F,94.59
837,3,Fall 2025,C,63.32
837,8,Fall 2025,B,95.33
837,9,Spring 2026,D,89.38
837,2,Spring 2026,C,67.74
837,5,Spring 2026,A,95.53
837,10,Spring 2026,D,72.83
838,1,Spring 2026,A,92.23
838,9,Spring 2026,,81.39
838,11,Fall 2025,C,72.78
838,4,Spring 2026,A,65.14
838,12,Spring 2026,B,65.64
839,9,Spring 2026,D,73.01
839,6,Fall 2025,F,85.42
839,12,Spring 2026,A,91.65
839,1,Spring 2026,B,77.71
840,10,Spring 2026,C,63.08
840,11,Fall 2025,F,85.55
840,7,Spring 2026,A,71.76
840,12,Spring 2026,F,66.16
840,9,Spring 2026,A,67.8
840,4,Fall 2025,B,90.84
841,9,Fall 2025,F,87.15
841,4,Fall 2025,F,65.79
841,2,Spring 2026,A,95.3
841,10,Spring 2026,F,71.38
841,5,Spring 2026,A,93.33
842,4,Fall 2025,C,76.36
842,3,Fall 2025,B,92.01
842,12,Spring 2026,A,75.57
842,5,Spring 2026,B,81.45
843,11,Spring 2026,B,86.71
843,9,Fall 2025,D,71.57
843,5,Fall 2025,D,84.59
843,10,Fall 2025,A,71.22
844,5,Fall 2025,D,90.41
844,9,Fall 2025,F,80.44
844,1,Fall 2025,F,96.29
844,12,Spring 2026,B,80.77
844,7,Spring 2026,D,98.42
844,3,Fall 2025,A,93.65
844,11,Fall 2025,A,74.6
845,5,Spring 2026,C,89.83
845,2,Fall 2025,A,89.57
845,12,Spring 2026,F,75.64
845,1,Fall 2025,,99.73
845,4,Fall 2025,D,69.08
846,7,Fall 2025,A,60.45
846,5,Fall 2025,C,84.29
846,12,Spring 2026,B,71.15
846,1,Fall 2025,C,96.83
846,11,Fall 2025,F,96.47
846,2,Spring 2026,C,61.47
846,3,Fall 2025,C,86.85
847,3,Spring 2026,D,90.38
847,4,Spring 2026,A,70.36
847,12,Fall 2025,A,96.11
847,6,Spring 2026,F,83.25
848,8,Spring 2026,A,77.36
848,10,Fall 2025,D,63.06
848,4,Fall 2025,B,60.4
848,11,Fall 2025,A,77.66
848,7,Fall 2025,F,80.06
848,12,Spring 2026,D,88.43
848,6,Spring 2026,C,81.46
849,6,Spring 2026,C,79.78
849,3,Spring 2026,D,92.51
849,1,Spring 2026,A,69.3
849,10,Spring 2026,F,80.86
849,12,Fall 2025,A,62.37
849,9,Spring 2026,B,69.69
849,2,Spring 2026,D,78.37
850,10,Fall 2025,F,94.16
850,7,Spring 2026,D,90.63
850,1,Fall 2025,B,86.42
850,2,Spring 2026,D,78.71
850,8,Fall 2025,F,62.14
850,5,Spring 2026,,79.59
850,11,Spring 2026,C,99.26
851,4,Fall 2025,F,71.25
851,2,Spring 2026,B,62.96
851,12,Spring 2026,A,77.18
852,11,Fall 2025,C,95.23
852,7,Spring 2026,D,78.66
852,4,Spring 2026,A,65.32
853,9,Fall 2025,C,66.4
853,7,Fall 2025,F,63.55
853,1,Fall 2025,A,84.81
853,6,Spring 2026,F,74.93
853,12,Spring 2026,F,75.37
854,6,Spring 2026,F,84.5
854,10,Spring 2026,B,71.96
854,7,Spring 2026,F,99.56
854,2,Spring 2026,F,93.25
854,8,Fall 2025,D,77.85
855,11,Spring 2026,C,60.21
855,9,Fall 2025,D,89.05
855,6,Fall 2025,C,96.89
855,8,Spring 2026,B,84.2
856,6,Spring 2026,A,94.62
856,5,Fall 2025,D,95.46
856,12,Spring 2026,D,61.72
856,7,Fall 2025,A,60.43
856,1,Spring 2026,A,98.56
856,8,Fall 2025,B,64.81
856,2,Spring 2026,B,89.49
857,12,Fall 2025,B,91.85
857,8,Spring 2026,A,97.54
857,2,Fall 2025,F,81.58
857,9,Spring 2026,B,93.85
857,11,Spring 2026,A,77.35
857,3,Fall 2025,F,84.06
858,11,Fall 2025,C,75.71
858,1,Fall 2025,B,92.77
858,12,Fall 2025,,66.64
858,4,Spring 2026,D,90.51
858,5,Fall 2025,F,81.75
858,3,Spring 2026,D,78.55
858,7,Spring 2026,D,96.55
859,3,Spring 2026,,76.05
859,6,Spring 2026,F,92.25
859,2,Fall 2025,C,67.3
860,2,Fall 2025,B,80.12
860,9,Fall 2025,C,78.79
860,3,Fall 2025,D,95.17
860,1,Fall 2025,D,79.77
860,5,Spring 2026,C,80.25
861,9,Spring 2026,A,96.82
861,3,Fall 2025,B,84.79
861,12,Fall 2025,B,97.08
861,2,Fall 2025,D,69.61
861,8,Fall 2025,D,65.3
862,5,Fall 2025,,67.5
862,6,Spring 2026,A,63.85
862,3,Spring 2026,A,96.64
862,11,Spring 2026,D,88.74
862,8,Fall 2025,B,94.85
862,1,Fall 2025,C,62.48
862,12,Fall 2025,B,65.86
863,3,Fall 2025,D,88.44
863,4,Fall 2025,C,78.28
863,1,Spring 2026,,68.79
863,8,Fall 2025,B,85.01
863,6,Spring 2026,C,93.94
863,11,Spring 2026,B,66.07
863,7,Spring 2026,B,79.56
864,12,Fall 2025,C,61.19
864,8,Spring 2026,A,74.45
864,10,Spring 2026,B,70.71
865,3,Fall 2025,C,95.53
865,8,Fall 2025,C,77.14
865,4,Fall 2025,F,67.04
865,11,Spring 2026,C,64.57
865,12,Spring 2026,D,93.3
865,1,Fall 2025,F,82.57
865,9,Fall 2025,A,95.87
866,10,Fall 2025,F,70.45
866,3,Fall 2025,B,90.75
866,8,Spring 2026,B,77.09
866,4,Spring 2026,D,82.52
866,9,Spring 2026,C,68.89
866,2,Fall 2025,C,91.88
867,12,Fall 2025,F,71.42
867,10,Spring 2026,,94.17
867,2,Spring 2026,F,82.52
867,1,Fall 2025,A,87.72
867,3,Spring 2026,D,61.16
867,4,Fall 2025,C,96.05
868,9,Fall 2025,C,99.3
868,2,Fall 2025,C,99.42
868,6,Spring 2026,C,70.34
868,4,Fall 2025,B,62.46
869,2,Fall 2025,C,67.42
869,12,Spring 2026,F,80.96
869,9,Spring 2026,C,80.72
869,3,Spring 2026,C,72.11
869,4,Spring 2026,A,86.13
869,11,Fall 2025,A,67.83
870,12,Spring 2026,F,71.32
870,1,Spring 2026,F,99.34
870,10,Spring 2026,D,88.2
870,6,Spring 2026,B,84.71
871,4,Spring 2026,D,74.54
871,7,Fall 2025,D,93.12
871,6,Fall 2025,C,79.37
871,5,Spring 2026,A,98.59
872,5,Fall 2025,F,63.66
872,8,Spring 2026,A,69.04
872,4,Spring 2026,D,67.11
872,10,Fall 2025,B,89.59
873,10,Fall 2025,A,93.39
873,5,Fall 2025,C,81.31
873,3,Fall 2025,B,75.3
873,11,Fall 2025,F,76.43
874,8,Spring 2026,D,65.68
874,11,Spring 2026,A,92.57
874,12,Fall 2025,A,61.37
874,2,Fall 2025,F,77.58
875,6,Fall 2025,D,81.6
875,12,Fall 2025,B,72.1
875,4,Spring 2026,A,92.65
875,10,Spring 2026,A,90.24
875,11,Spring 2026,D,79.84
876,6,Spring 2026,A,82.46
876,5,Fall 2025,F,89.19
876,8,Spring 2026,C,76.19
876,7,Spring 2026,C,80.52
876,1,Spring 2026,C,77.69
876,2,Fall 2025,F,64.77
877,9,Spring 2026,B,62.42
877,11,Fall 2025,D,98.34
877,10,Fall 2025,F,71.26
878,11,Fall 2025,C,83.23
878,12,Fall 2025,A,89.88
878,8,Spring 2026,C,99.91
878,9,Fall 2025,A,69.26
878,5,Fall 2025,C,77.9
878,3,Fall 2025,C,81.0
879,10,Fall 2025,B,72.15
879,4,Spring 2026,A,93.51
879,1,Fall 2025,F,98.73
879,8,Spring 2026,C,67.14
880,9,Fall 2025,F,86.49
880,5,Spring 2026,D,89.44
880,7,Fall 2025,F,72.99
880,3,Fall 2025,F,73.68
880,8,Spring 2026,F,67.4
880,12,Spring 2026,C,74.06
881,8,Fall 2025,B,72.54
881,2,Fall 2025,F,93.61
881,4,Spring 2026,D,74.01
882,10,Spring 2026,C,75.56
882,8,Fall 2025,F,96.34
882,6,Spring 2026,A,91.39
883,10,Fall 2025,A,84.15
883,3,Fall 2025,B,95.87
883,1,Fall 2025,F,72.12
883,12,Fall 2025,B,63.81
883,2,Fall 2025,B,79.35
884,9,Spring 2026,,94.17
884,3,Spring 2026,F,63.94
884,7,Fall 2025,D,75.78
884,1,Spring 2026,C,98.25
884,2,Fall 2025,F,92.45
885,11,Spring 2026,B,85.93
885,12,Spring 2026,,87.88
885,8,Fall 2025,B,60.27
885,2,Spring 2026,D,61.31
885,6,Spring 2026,A,67.43
885,1,Spring 2026,F,92.29
886,11,Spring 2026,B,81.22
886,6,Spring 2026,F,83.39
886,4,Spring 2026,A,63.8
886,2,Fall 2025,A,74.9
887,6,Spring 2026,C,70.48
887,3,Fall 2025,A,69.66
887,7,Spring 2026,D,73.82
888,1,Fall 2025,F,67.49
888,3,Spring 2026,C,91.82
888,5,Fall 2025,D,63.26
888,12,Fall 2025,F,98.98
888,6,Spring 2026,A,71.17
888,9,Spring 2026,,65.74
889,4,Spring 2026,F,74.94
889,1,Fall 2025,B,64.77
889,8,Fall 2025,A,66.58
889,6,Spring 2026,C,66.31
889,5,Fall 2025,D,79.7
889,12,Fall 2025,D,89.64
890,2,Spring 2026,C,81.71
890,9,Spring 2026,D,74.82
890,11,Fall 2025,D,83.71
890,6,Fall 2025,C,69.09
890,3,Fall 2025,C,77.64
891,3,Fall 2025,C,97.59
891,11,Spring 2026,F,97.5
891,2,Fall 2025,D,92.32
891,10,Fall 2025,F,87.62
891,12,Spring 2026,D,63.23
892,11,Fall 2025,A,91.69
892,7,Fall 2025,C,61.8
892,3,Spring 2026,A,73.32
892,5,Fall 2025,F,67.67
892,2,Spring 2026,,92.26
892,1,Fall 2025,A,85.94
893,9,Spring 2026,A,90.86
893,3,Spring 2026,B,72.55
893,4,Fall 2025,C,74.85
893,6,Fall 2025,F,75.42
893,1,Fall 2025,D,74.98
893,11,Fall 2025,F,94.7
893,12,Spring 2026,,90.32
894,12,Spring 2026,D,82.51
894,1,Fall 2025,B,75.61
894,5,Spring 2026,B,64.2
894,3,Fall 2025,B,74.61
895,10,Fall 2025,D,65.84
895,7,Spring 2026,D,76.62
895,3,Spring 2026,B,73.74
895,6,Fall 2025,D,62.9
895,1,Spring 2026,D,64.09
896,8,Fall 2025,C,78.83
896,12,Fall 2025,F,67.4
896,3,Spring 2026,F,99.41
896,10,Fall 2025,D,60.52
896,2,Fall 2025,C,73.66
896,11,Spring 2026,C,96.49
896,9,Fall 2025,C,78.01
897,2,Spring 2026,B,96.9
897,12,Fall 2025,D,97.16
897,4,Spring 2026,D,62.45
897,8,Spring 2026,C,99.08
897,11,Fall 2025,F,83.04
897,7,Spring 2026,D,85.18
897,6,Spring 2026,B,96.1
898,1,Spring 2026,D,62.01
898,4,Fall 2025,F,93.57
898,10,Spring 2026,A,92.09
898,6,Fall 2025,D,75.37
898,7,Fall 2025,F,74.08
898,2,Fall 2025,C,73.11
899,2,Spring 2026,C,84.13
899,7,Spring 2026,D,97.05
899,9,Spring 2026,F,99.52
899,8,Fall 2025,A,73.8
899,10,Fall 2025,F,88.49
899,5,Fall 2025,B,64.66
899,6,Fall 2025,F,66.66
900,9,Spring 2026,,65.64
900,2,Spring 2026,,82.6
900,1,Fall 2025,A,92.45
901,1,Fall 2025,F,92.05
901,10,Spring 2026,C,89.26
901,12,Fall 2025,F,82.81
901,5,Fall 2025,C,69.69
902,9,Spring 2026,A,66.32
902,2,Fall 2025,C,70.33
902,4,Fall 2025,B,94.75
902,7,Fall 2025,D,60.07
902,12,Spring 2026,D,77.06
902,5,Spring 2026,C,89.09
902,1,Fall 2025,B,77.82
903,8,Fall 2025,B,83.58
903,5,Fall 2025,B,65.15
903,11,Spring 2026,F,73.52
903,10,Spring 2026,,74.08
903,12,Spring 2026,D,87.62
904,2,Spring 2026,F,95.57
904,12,Fall 2025,A,70.16
904,1,Spring 2026,A,86.35
904,8,Fall 2025,F,69.11
904,4,Spring 2026,C,73.3
904,10,Spring 2026,B,87.03
905,5,Spring 2026,C,61.88
905,3,Fall 2025,B,72.4
905,1,Fall 2025,F,66.23
906,2,Fall 2025,B,97.25
906,6,Fall 2025,B,71.31
906,4,Fall 2025,A,68.84
906,7,Spring 2026,C,77.54
907,7,Fall 2025,C,62.16
907,12,Spring 2026,A,90.42
907,3,Fall 2025,C,72.72
907,8,Fall 2025,C,88.52
908,1,Spring 2026,A,69.52
908,8,Fall 2025,D,97.61
908,12,Fall 2025,D,94.5
909,9,Spring 2026,D,64.95
909,12,Fall 2025,A,86.01
909,7,Fall 2025,B,87.31
909,2,Spring 2026,D,65.11
909,3,Spring 2026,C,87.48
910,5,Spring 2026,D,92.09
910,6,Spring 2026,C,78.53
910,7,Fall 2025,D,80.44
910,2,Fall 2025,B,69.87
910,9,Spring 2026,A,95.19
911,7,Fall 2025,A,65.22
911,11,Spring 2026,D,87.01
911,12,Fall 2025,D,77.45
911,2,Spring 2026,D,73.45
911,10,Fall 2025,F,93.44
911,8,Fall 2025,C,88.29
911,5,Spring 2026,B,87.72
912,6,Spring 2026,B,71.99
912,12,Spring 2026,C,76.09
912,8,Spring 2026,A,85.69
913,9,Spring 2026,C,70.33
913,7,Fall 2025,B,76.23
913,8,Spring 2026,C,91.13
913,10,Fall 2025,B,69.49
914,7,Fall 2025,A,75.63
914,1,Spring 2026,A,82.06
914,4,Fall 2025,B,91.82
915,8,Fall 2025,D,82.05
915,6,Fall 2025,B,81.04
915,10,Fall 2025,F,92.57
915,7,Spring 2026,C,74.21
915,4,Spring 2026,D,99.58
915,9,Fall 2025,A,90.16
915,11,Fall 2025,F,92.81
916,2,Fall 2025,F,91.27
916,3,Fall 2025,A,67.88
916,9,Fall 2025,C,62.65
917,2,Fall 2025,B,62.03
917,11,Fall 2025,B,81.58
917,10,Fall 2025,A,66.8
917,8,Spring 2026,F,98.17
918,11,Fall 2025,D,66.91
918,10,Spring 2026,B,66.94
918,2,Fall 2025,B,67.07
918,1,Fall 2025,D,71.25
918,12,Spring 2026,C,65.98
918,3,Spring 2026,B,72.54
919,5,Fall 2025,C,87.72
919,10,Spring 2026,F,86.61
919,6,Fall 2025,D,63.23
919,1,Spring 2026,F,88.98
920,8,Fall 2025,C,60.28
920,7,Spring 2026,A,79.22
920,12,Spring 2026,C,61.86
920,2,Spring 2026,D,84.76
920,5,Fall 2025,D,91.79
921,12,Spring 2026,C,80.08
921,2,Fall 2025,F,72.07
921,5,Fall 2025,F,76.99
921,10,Fall 2025,A,92.06
921,1,Fall 2025,C,68.38
921,3,Spring 2026,F,69.77
921,8,Spring 2026,B,69.83
922,8,Fall 2025,A,96.9
922,1,Fall 2025,D,91.83
922,9,Spring 2026,D,71.74
923,6,Fall 2025,C,71.66
923,7,Fall 2025,B,67.25
923,1,Spring 2026,C,81.65
923,5,Spring 2026,F,94.62
924,3,Spring 2026,B,81.48
924,10,Fall 2025,A,95.31
924,9,Spring 2026,C,79.68
924,12,Spring 2026,B,71.66
924,2,Fall 2025,B,85.06
924,4,Fall 2025,D,66.0
925,8,Fall 2025,A,76.01
925,5,Fall 2025,B,97.12
925,1,Fall 2025,C,88.91
925,6,Fall 2025,F,84.72
925,10,Spring 2026,C,84.56
926,6,Spring 2026,A,82.59
926,5,Fall 2025,A,76.87
926,10,Spring 2026,A,82.96
926,9,Fall 2025,B,63.74
926,2,Spring 2026,B,73.18
926,4,Spring 2026,C,73.69
926,11,Fall 2025,F,94.86
927,8,Fall 2025,C,89.05
927,3,Fall 2025,B,90.46
927,7,Fall 2025,C,61.08
927,5,Fall 2025,F,89.72
927,10,Fall 2025,D,76.39
927,12,Fall 2025,C,83.65
928,5,Spring 2026,F,91.75
928,11,Fall 2025,C,87.19
928,9,Fall 2025,D,69.13
928,12,Spring 2026,B,65.01
928,1,Fall 2025,F,89.85
928,8,Spring 2026,B,73.04
929,2,Fall 2025,F,88.73
929,8,Spring 2026,F,70.52
929,5,Spring 2026,A,88.22
929,1,Spring 2026,F,77.5
929,6,Spring 2026,A,81.94
929,12,Fall 2025,F,78.2
930,6,Spring 2026,D,90.08
930,4,Spring 2026,C,95.62
930,2,Spring 2026,A,99.77
930,3,Spring 2026,A,93.34
930,5,Fall 2025,B,60.75
930,12,Spring 2026,D,64.99
931,3,Fall 2025,D,95.94
931,9,Spring 2026,D,86.1
931,5,Spring 2026,F,84.87
931,10,Fall 2025,A,88.49
931,8,Spring 2026,D,63.36
931,12,Fall 2025,A,98.18
932,8,Fall 2025,B,70.27
932,2,Spring 2026,B,69.82
932,3,Fall 2025,F,60.5
932,5,Spring 2026,F,68.55
933,1,Spring 2026,F,90.26
933,12,Spring 2026,A,76.19
933,9,Fall 2025,C,93.31
933,2,Spring 2026,A,60.77
934,7,Spring 2026,C,86.75
934,4,Spring 2026,A,89.81
934,3,Spring 2026,B,95.36
934,2,Fall 2025,C,85.01
935,6,Spring 2026,B,87.33
935,9,Fall 2025,B,72.53
935,3,Spring 2026,B,83.68
935,1,Fall 2025,C,74.18
936,1,Fall 2025,C,75.08
936,11,Spring 2026,F,77.35
936,12,Fall 2025,D,76.37
936,9,Spring 2026,A,83.26
936,10,Spring 2026,C,80.34
936,8,Fall 2025,C,97.22
936,2,Fall 2025,B,69.04
937,5,Spring 2026,D,89.34
937,9,Fall 2025,D,63.28
937,7,Fall 2025,D,93.16
938,11,Fall 2025,D,87.76
938,4,Spring 2026,C,80.87
938,10,Spring 2026,A,72.78
938,7,Fall 2025,A,88.17
938,6,Fall 2025,A,95.56
938,5,Fall 2025,C,75.84
939,8,Spring 2026,F,98.59
939,2,Fall 2025,A,60.08
939,6,Spring 2026,C,99.33
939,12,Spring 2026,B,68.44
939,7,Spring 2026,D,70.59
940,1,Spring 2026,D,82.16
940,2,Spring 2026,B,77.11
940,3,Fall 2025,D,67.89
940,12,Spring 2026,F,80.85
940,11,Fall 2025,F,82.27
941,6,Spring 2026,F,79.28
941,1,Fall 2025,D,66.34
941,2,Fall 2025,,79.12
941,8,Spring 2026,D,72.07
941,9,Fall 2025,D,66.76
941,4,Fall 2025,,80.64
942,8,Spring 2026,B,82.4
942,2,Spring 2026,,72.9
942,7,Fall 2025,B,95.94
942,9,Spring 2026,B,67.96
942,12,Spring 2026,D,81.15
943,5,Spring 2026,D,85.53
943,10,Fall 2025,F,94.95
943,4,Fall 2025,C,84.38
943,6,Fall 2025,D,93.66
943,1,Spring 2026,F,91.6
943,8,Spring 2026,C,70.92
943,9,Fall 2025,A,84.24
944,6,Fall 2025,A,97.5
944,4,Spring 2026,A,67.92
944,1,Fall 2025,F,80.95
944,3,Spring 2026,B,95.99
944,9,Spring 2026,D,80.37
944,10,Fall 2025,C,96.93
945,12,Fall 2025,A,86.16
945,9,Spring 2026,D,64.06
945,5,Fall 2025,B,98.17
946,1,Spring 2026,B,84.6
946,10,Spring 2026,A,60.94
946,6,Fall 2025,D,72.79
946,5,Spring 2026,A,61.45
946,4,Fall 2025,F,61.45
947,6,Spring 2026,A,66.5
947,7,Fall 2025,D,99.19
947,12,Fall 2025,D,66.86
948,3,Spring 2026,D,98.68
948,6,Fall 2025,F,62.57
948,7,Fall 2025,,84.24
948,4,Spring 2026,F,84.53
948,11,Fall 2025,F,62.59
948,10,Fall 2025,F,90.23
949,1,Spring 2026,C,96.0
949,8,Fall 2025,F,90.05
949,11,Fall 2025,A,89.0
949,10,Spring 2026,C,74.06
950,10,Spring 2026,B,63.2
950,4,Fall 2025,B,89.14
950,1,Spring 2026,A,94.29
950,7,Spring 2026,D,79.38
950,8,Fall 2025,A,77.17
950,6,Fall 2025,D,67.07
951,3,Fall 2025,D,88.73
951,7,Spring 2026,D,92.36
951,9,Fall 2025,B,64.04
952,10,Spring 2026,B,89.39
952,5,Fall 2025,C,88.91
952,7,Fall 2025,A,79.97
953,6,Spring 2026,B,93.41
953,3,Spring 2026,A,81.2
953,12,Fall 2025,B,74.49
953,1,Fall 2025,C,83.94
953,4,Fall 2025,C,93.47
953,9,Fall 2025,C,77.52
954,11,Fall 2025,A,75.18
954,2,Fall 2025,D,63.02
954,7,Fall 2025,D,84.23
954,5,Spring 2026,D,75.44
955,4,Spring 2026,B,60.73
955,11,Fall 2025,D,66.89
955,10,Fall 2025,D,69.09
955,3,Fall 2025,B,96.73
955,9,Fall 2025,D,89.24
955,6,Fall 2025,B,85.21
955,5,Fall 2025,F,96.6
956,1,Fall 2025,F,84.63
956,5,Fall 2025,C,88.35
956,4,Spring 2026,F,70.44
957,1,Fall 2025,B,69.7
957,5,Spring 2026,,68.86
957,2,Fall 2025,D,99.73
958,11,Fall 2025,B,68.99
958,3,Spring 2026,C,60.66
958,12,Fall 2025,F,90.92
958,2,Fall 2025,,80.12
959,1,Spring 2026,A,83.33
959,2,Spring 2026,F,82.14
959,3,Fall 2025,D,94.26
959,9,Fall 2025,C,91.23
959,4,Fall 2025,F,91.07
959,7,Spring 2026,C,97.16
960,10,Fall 2025,B,83.55
960,2,Spring 2026,D,61.96
960,12,Spring 2026,F,82.64
960,5,Fall 2025,A,96.94
960,8,Fall 2025,C,75.17
960,6,Fall 2025,D,72.3
961,2,Spring 2026,B,69.25
961,9,Fall 2025,C,89.1
961,12,Fall 2025,D,89.49
962,6,Spring 2026,A,68.19
962,9,Fall 2025,F,69.52
962,11,Spring 2026,B,70.66
962,5,Spring 2026,,81.66
962,1,Spring 2026,B,99.6
962,4,Fall 2025,D,73.31
962,10,Spring 2026,C,82.95
963,12,Fall 2025,F,65.49
963,6,Spring 2026,F,72.58
963,4,Spring 2026,A,73.12
963,11,Fall 2025,D,63.88
963,2,Fall 2025,F,76.63
963,9,Spring 2026,C,70.38
963,8,Spring 2026,F,85.76
964,12,Spring 2026,D,61.44
964,10,Spring 2026,A,85.71
964,11,Fall 2025,A,80.82
964,2,Spring 2026,F,74.13
964,5,Spring 2026,B,91.34
964,4,Spring 2026,D,98.15
965,7,Fall 2025,C,96.06
965,12,Spring 2026,F,86.62
965,1,Fall 2025,C,71.23
966,1,Spring 2026,F,85.07
966,4,Spring 2026,B,69.44
966,5,Spring 2026,C,66.26
966,9,Fall 2025,A,62.36
966,2,Fall 2025,A,82.22
966,11,Fall 2025,C,67.92
966,12,Spring 2026,A,97.9
967,11,Spring 2026,F,67.73
967,7,Fall 2025,D,72.14
967,8,Fall 2025,F,68.72
968,6,Spring 2026,,67.96
968,9,Fall 2025,,86.29
968,4,Spring 2026,C,72.78
968,7,Fall 2025,C,63.21
968,1,Spring 2026,C,91.01
968,10,Spring 2026,A,85.46
969,5,Spring 2026,D,71.7
969,4,Fall 2025,F,78.38
969,12,Fall 2025,D,74.63
970,10,Fall 2025,C,75.84
970,6,Spring 2026,D,68.01
970,8,Fall 2025,C,99.89
970,12,Fall 2025,B,69.22
970,5,Spring 2026,D,69.15
971,3,Spring 2026,F,68.58
971,10,Fall 2025,B,93.17
971,8,Fall 2025,C,69.24
972,3,Spring 2026,A,75.29
972,2,Fall 2025,C,83.5
972,4,Fall 2025,A,92.19
972,9,Fall 2025,,70.86
972,11,Spring 2026,D,88.39
972,12,Spring 2026,C,69.62
973,10,Spring 2026,D,87.77
973,11,Fall 2025,A,86.92
973,7,Spring 2026,F,77.34
974,12,Spring 2026,A,70.28
974,4,Fall 2025,F,96.65
974,2,Spring 2026,B,91.11
974,3,Spring 2026,A,89.87
974,5,Spring 2026,B,76.59
974,9,Spring 2026,D,82.4
975,8,Spring 2026,B,90.89
975,5,Spring 2026,C,98.26
975,6,Fall 2025,D,68.05
976,2,Fall 2025,A,61.93
976,3,Spring 2026,C,62.63
976,7,Fall 2025,C,97.4
977,2,Fall 2025,F,71.24
977,12,Spring 2026,D,93.23
977,9,Fall 2025,D,85.84
977,4,Spring 2026,F,67.54
978,1,Fall 2025,F,70.88
978,5,Fall 2025,A,65.6
978,2,Fall 2025,B,83.44
979,1,Spring 2026,D,69.76
979,8,Fall 2025,A,93.81
979,9,Fall 2025,D,69.06
